region_id,region_type,Neighborhood,State,Metro_Area,City,County
762560,neigh,Douglas Park,MO,"Columbia, MO",Columbia,Boone County
268498,neigh,Southside Park,CA,"Sacramento-Roseville-Folsom, CA",Sacramento,Sacramento County
418061,neigh,Delaware Crossing,OK,"Tulsa, OK",Tulsa,Tulsa County
760939,neigh,Stockade,NY,"Albany-Schenectady-Troy, NY",Schenectady,Schenectady County
270088,neigh,Bottineau,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis,Hennepin County
273530,neigh,East Blue Valley,MO,"Kansas City, MO-KS",Kansas City,Jackson County
416354,neigh,Loyola - Notre Dame,MD,"Baltimore-Columbia-Towson, MD",Baltimore,Baltimore City
273308,neigh,College Heights - Baker Street,CA,"Bakersfield, CA",Bakersfield,Kern County
762433,neigh,Shenandoah West,VA,"Roanoke, VA",Roanoke,Roanoke City
216452,neigh,Troy Hill,PA,"Pittsburgh, PA",Pittsburgh,Allegheny County
263663,neigh,Valley Park,LA,"Baton Rouge, LA",Baton Rouge,East Baton Rouge Parish
275348,neigh,Shavano Garden Homes,TX,"San Antonio-New Braunfels, TX",San Antonio,Bexar County
762678,neigh,Pierpont Road,CT,"New Haven-Milford, CT",Waterbury,New Haven County
276061,neigh,Whiting Woods,CA,"Los Angeles-Long Beach-Anaheim, CA",Glendale,Los Angeles County
422770,neigh,Carter Park,TX,"Dallas-Fort Worth-Arlington, TX",Fort Worth,Tarrant County
246314,neigh,Park Manor,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Portsmouth,Portsmouth City
276232,neigh,Cambridge Highlands,MA,"Boston-Cambridge-Newton, MA-NH",Cambridge,Middlesex County
170959,neigh,Rose Creek,ND,"Fargo, ND-MN",Fargo,Cass County
761772,neigh,Wood Street,AR,"Jonesboro, AR",Jonesboro,Craighead County
262650,neigh,Southbridge,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Wilmington,New Castle County
753822,neigh,Haverford North,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,Philadelphia County
268985,neigh,Flamingo Park,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Fort Lauderdale,Broward County
271231,neigh,West Oakland,PA,"Pittsburgh, PA",Pittsburgh,Allegheny County
270422,neigh,La Sala Grande,NM,"Albuquerque, NM",Albuquerque,Bernalillo County
139103,neigh,Lake Crest,TX,"Dallas-Fort Worth-Arlington, TX",Fort Worth,Tarrant County
274265,neigh,Landons,NE,"Lincoln, NE",Lincoln,Lancaster County
274598,neigh,Mosby,VA,"Richmond, VA",Richmond,Richmond City
269156,neigh,Rio Grande Park,FL,"Orlando-Kissimmee-Sanford, FL",Orlando,Orange County
415953,neigh,Dennison Place,OH,"Columbus, OH",Columbus,Franklin County
763850,neigh,River Drive,ND,"Fargo, ND-MN",Fargo,Cass County
275364,neigh,Sherwood Glen,KS,"Wichita, KS",Wichita,Sedgwick County
412670,neigh,Lincoln,ND,"Fargo, ND-MN",Fargo,Cass County
274201,neigh,Knoches Park,MO,"Kansas City, MO-KS",Kansas City,Jackson County
105758,neigh,Neely,AL,"Mobile, AL",Mobile,Mobile County
269509,neigh,Sherman Hill,IA,"Des Moines-West Des Moines, IA",Des Moines,Polk County
417164,neigh,Greater Woodlawn,FL,"Tampa-St. Petersburg-Clearwater, FL",Saint Petersburg,Pinellas County
274250,neigh,Lakeview,OH,"Dayton-Kettering, OH",Dayton,Montgomery County
121713,neigh,Fairfax Village,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,District of Columbia
269226,neigh,West Colonial,FL,"Orlando-Kissimmee-Sanford, FL",Orlando,Orange County
274915,neigh,Optimist Park NE,AZ,"Phoenix-Mesa-Chandler, AZ",Tempe,Maricopa County
269960,neigh,Briggs,MI,"Detroit-Warren-Dearborn, MI",Detroit,Wayne County
275269,neigh,Saguaro Miraflores,AZ,"Tucson, AZ",Tucson,Pima County
270434,neigh,Matheson Park,NM,"Albuquerque, NM",Albuquerque,Bernalillo County
762619,neigh,Las Esperanzas,NM,"Las Cruces, NM",Las Cruces,Dona Ana County
417184,neigh,Harris Park,FL,"Tampa-St. Petersburg-Clearwater, FL",Saint Petersburg,Pinellas County
761358,neigh,Anderson St. / Wrightwood Park,NC,"Durham-Chapel Hill, NC",Durham,Durham County
208364,neigh,Beverly Heights,TX,"Texarkana, TX-AR",Texarkana,Bowie County
236138,neigh,Oakhurst,TX,"Dallas-Fort Worth-Arlington, TX",Fort Worth,Tarrant County
275529,neigh,Spy Run,IN,"Fort Wayne, IN",Fort Wayne,Allen County
274892,neigh,Old Town,GA,"Augusta-Richmond County, GA-SC",Augusta,Richmond County
416256,neigh,Heatherwood, TN, Nashville-Davidson--Murfreesboro--Franklin, Davidson County, Nashville
270008,neigh,Indian Village,MI,"Detroit-Warren-Dearborn, MI",Detroit,Wayne County
416259,neigh,Stone Box Creek, TN, Nashville-Davidson--Murfreesboro--Franklin, Davidson County, Nashville
271046,neigh,Stoney Ridge,OH,"Dayton-Kettering, OH",Dayton,Montgomery County
416255,neigh,Hemmington,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,Davidson County
763503,neigh,Tyrrell Park,TX,"Beaumont-Port Arthur, TX",Beaumont,Jefferson County
225896,neigh,Cloverhill,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,Davidson County
762157,neigh,Research Forest,TX,"Houston-The Woodlands-Sugar Land, TX",Spring,Montgomery County
762311,neigh,Downtown,PA,"Allentown-Bethlehem-Easton, PA-NJ",Easton,Northampton County
416517,neigh,Belair,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,Davidson County
761669,neigh,Longleaf Heights-Avenues,MS,"Hattiesburg, MS",Hattiesburg,Forrest County
213390,neigh,Mineral Springs,NC,"Winston-Salem, NC",Winston-Salem,Forsyth County
271038,neigh,Santa Clara,OH,"Dayton-Kettering, OH",Dayton,Montgomery County
257490,neigh,Pleasant Valley,WI,"Milwaukee-Waukesha, WI",West Allis,Milwaukee County
275984,neigh,West Riverfront,FL,"Tampa-St. Petersburg-Clearwater, FL",Tampa,Hillsborough County
763092,neigh,Kerry Hill/Van Zandt,RI,"Providence-Warwick, RI-MA",Newport,Newport County
268888,neigh,Beachwood,FL,"Jacksonville, FL",Jacksonville,Duval County
225546,neigh,Bushtown,TN,"Chattanooga, TN-GA",Chattanooga,Hamilton County
270136,neigh,Marshall Terrace,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis,Hennepin County
272275,neigh,Triangle North,WI,"Milwaukee-Waukesha, WI",Milwaukee,Milwaukee County
761259,neigh,Corby/Beachwood,CA,"Santa Rosa-Petaluma, CA",Santa Rosa,Sonoma County
762539,neigh,Oakhill Jackson,IA,"Cedar Rapids, IA",Cedar Rapids,Linn County
762622,neigh,West Davis Park,TN,"Johnson City, TN",Johnson City,Washington County
275985,neigh,West Riverside,WI,"Eau Claire, WI",Eau Claire,Eau Claire County
275907,neigh,Waldo Homes,MO,"Kansas City, MO-KS",Kansas City,Jackson County
267940,neigh,Lindon Park,AZ,"Phoenix-Mesa-Chandler, AZ",Tempe,Maricopa County
417116,neigh,Dorchester,MD,"Baltimore-Columbia-Towson, MD",Baltimore,Baltimore City
273789,neigh,Fremont Park,CA,"Los Angeles-Long Beach-Anaheim, CA",Glendale,Los Angeles County
120787,neigh,Central Village,MA,"Boston-Cambridge-Newton, MA-NH",Brookline,Norfolk County
416299,neigh,Tru-Long Acres Condos, TN, Nashville-Davidson--Murfreesboro--Franklin, Davidson County, Nashville
416400,neigh,Mt. View Subdivision,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,Davidson County
274299,neigh,Lewis Place,MO,"St. Louis, MO-IL",Saint Louis,Saint Louis City
269480,neigh,Chesterfield,IA,"Des Moines-West Des Moines, IA",Des Moines,Polk County
271015,neigh,Miami Chapel,OH,"Dayton-Kettering, OH",Dayton,Montgomery County
43152,neigh,Seymour,WI,"Eau Claire, WI",Eau Claire,Eau Claire County
268927,neigh,College Gardens,FL,"Jacksonville, FL",Jacksonville,Duval County
762438,neigh,South Washington Heights,VA,"Roanoke, VA",Roanoke,Roanoke City
222577,neigh,Patrick,AR,"Jonesboro, AR",Jonesboro,Craighead County
763724,neigh,REO Town,MI,"Lansing-East Lansing, MI",Lansing,Ingham County
128379,neigh,East Highlands,GA,"Columbus, GA-AL",Columbus,Muscogee County
273557,neigh,East Meyer 7,MO,"Kansas City, MO-KS",Kansas City,Jackson County
275360,neigh,Shelby Hills,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,Davidson County
158869,neigh,Glen Haven,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Silver Spring,Montgomery County
271524,neigh,Olmos Park Terrace,TX,"San Antonio-New Braunfels, TX",San Antonio,Bexar County
268085,neigh,Colonial Heights,CA,"Sacramento-Roseville-Folsom, CA",Sacramento,Sacramento County
416889,neigh,Wilson Heights,CA,"Stockton, CA",Stockton,San Joaquin County
737974,neigh,The Village,NC,"Winston-Salem, NC",Winston-Salem,Forsyth County
275072,neigh,Poplar Level,KY,"Louisville/Jefferson County, KY-IN",Louisville,Jefferson County
762179,neigh,Menominee South,WI,"Oshkosh-Neenah, WI",Oshkosh,Winnebago County
761882,neigh,Burns Ranch,CO,"Fort Collins, CO",Fort Collins,Larimer County
415964,neigh,South of Main,OH,"Columbus, OH",Columbus,Franklin County
171635,neigh,Arrow Point,MO,nan,Golden,Barry County
273869,neigh,Grandview Heights,KS,"Wichita, KS",Wichita,Sedgwick County
763421,neigh,Cottage Line,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Norfolk,Norfolk City
270980,neigh,Deweese,OH,"Dayton-Kettering, OH",Dayton,Montgomery County
269167,neigh,Roosevelt Estates,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",West Palm Beach,Palm Beach County
172679,neigh,Emerald Beach,MO,nan,Golden,Barry County
31962,neigh,Harrisville,RI,"Providence-Warwick, RI-MA",Burrillville,Providence County
272302,neigh,White Manor,WI,"Milwaukee-Waukesha, WI",Milwaukee,Milwaukee County
246964,neigh,Riverwood, VA," Washington-Arlington-Alexandria, DC-VA-MD-WV", Arlington County, Arlington
269671,neigh,West Pointe,IN,"Bloomington, IN",Bloomington,Monroe County
274183,neigh,Kilarney Shores,FL,"Jacksonville, FL",Jacksonville,Duval County
274407,neigh,Manheim Park,MO,"Kansas City, MO-KS",Kansas City,Jackson County
269798,neigh,Druid Heights,MD,"Baltimore-Columbia-Towson, MD",Baltimore,Baltimore City
238503,neigh,University Park,MI,"Flint, MI",Flint,Genesee County
762706,neigh,Hill Street,CT,"New Haven-Milford, CT",Waterbury,New Haven County
761753,neigh,Historic Olde Town,CO,"Denver-Aurora-Lakewood, CO",Arvada,Jefferson County
274172,neigh,Keningston Gardens,TX,"Dallas-Fort Worth-Arlington, TX",Garland,Dallas County
214307,neigh,Park Hill,IL,"Davenport-Moline-Rock Island, IA-IL",Moline,Rock Island County
762158,neigh,Pardew,AR,"Jonesboro, AR",Jonesboro,Craighead County
275651,neigh,Swope Park Campus,MO,"Kansas City, MO-KS",Kansas City,Jackson County
213616,neigh,Mount Washington,WI,"Eau Claire, WI",Eau Claire,Eau Claire County
273972,neigh,Hickory Hill,VA,"Richmond, VA",Richmond,Richmond City
272976,neigh,Blackstone,AL,"Mobile, AL",Semmes,Mobile County
274114,neigh,Ivanhoe Southeast,MO,"Kansas City, MO-KS",Kansas City,Jackson County
422843,neigh,North Greenbriar,TX,"Dallas-Fort Worth-Arlington, TX",Fort Worth,Tarrant County
271441,neigh,Inspiration Hills,TX,"San Antonio-New Braunfels, TX",San Antonio,Bexar County
418073,neigh,Wagon Wheel,OK,"Tulsa, OK",Tulsa,Tulsa County
43675,neigh,Manawa,IA,"Omaha-Council Bluffs, NE-IA",Council Bluffs,Pottawattamie County
269075,neigh,Longbranch,FL,"Jacksonville, FL",Jacksonville,Duval County
267333,neigh,Blaine,IN,"Muncie, IN",Muncie,Delaware County
343600,neigh,Town & Country Manor,WI,"Milwaukee-Waukesha, WI",Milwaukee,Milwaukee County
761019,neigh,Floreciente,IL,"Davenport-Moline-Rock Island, IA-IL",Moline,Rock Island County
273495,neigh,Downtown,CA,"Bakersfield, CA",Bakersfield,Kern County
762700,neigh,Scott Road,CT,"New Haven-Milford, CT",Waterbury,New Haven County
164122,neigh,Woodmoor,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Silver Spring,Montgomery County
343366,neigh,Bass-Leesburg,IN,"Fort Wayne, IN",Fort Wayne,Allen County
274138,neigh,Jefferson-Monticello Park,TX,"San Antonio-New Braunfels, TX",San Antonio,Bexar County
763380,neigh,Bruce's Park,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Norfolk,Norfolk City
623369,neigh,Clover Creek,WA,"Seattle-Tacoma-Bellevue, WA",Renton,King County
761484,neigh,Enos Park,IL,"Springfield, IL",Springfield,Sangamon County
273253,neigh,Citadel,MO,"Kansas City, MO-KS",Kansas City,Jackson County
416028,neigh,Hilltop,OH,"Columbus, OH",Columbus,Franklin County
270017,neigh,LaSalle Gardens,MI,"Detroit-Warren-Dearborn, MI",Detroit,Wayne County
154793,neigh,Wellingsley/Jabez Corner,MA,"Boston-Cambridge-Newton, MA-NH",Plymouth,Plymouth County
275779,neigh,Tryon Hills,NC,"Charlotte-Concord-Gastonia, NC-SC",Charlotte,Mecklenburg County
342775,neigh,Aurora Hills Golf Course,CO,"Denver-Aurora-Lakewood, CO",Aurora,Arapahoe County
762876,neigh,Lebanon Hills, MN, Minneapolis-St. Paul-Bloomington, Dakota County, Apple Valley
417969,neigh,Florence Park,OK,"Tulsa, OK",Tulsa,Tulsa County
267875,neigh,Leinkauf,AL,"Mobile, AL",Mobile,Mobile County
343485,neigh,Douglas Park,KY,"Lexington-Fayette, KY",Lexington,Fayette County
763500,neigh,College Corridor,TX,"Beaumont-Port Arthur, TX",Beaumont,Jefferson County
269916,neigh,Stonewood-Pentwood-Winston,MD,"Baltimore-Columbia-Towson, MD",Baltimore,Baltimore City
125061,neigh,Larsen,FL,"Jacksonville, FL",Jacksonville,Duval County
416051,neigh,Westside 1,OH,"Columbus, OH",Columbus,Franklin County
762563,neigh,Heritage,TX,"Austin-Round Rock-Georgetown, TX",San Marcos,Hays County
43607,neigh,Northeast,MI,"Saginaw, MI",Saginaw,Saginaw County
269934,neigh,Woodbourne Heights,MD,"Baltimore-Columbia-Towson, MD",Baltimore,Baltimore City
213391,neigh,Miners' Mills,PA,"Scranton--Wilkes-Barre, PA",Wilkes-Barre,Luzerne County
270956,neigh,University,MT,"Bozeman, MT",Bozeman,Gallatin County
271854,neigh,East Bay Drive,WA,"Olympia-Lacey-Tumwater, WA",Olympia,Thurston County
199841,neigh,Camp Washington,OH,"Cincinnati, OH-KY-IN",Cincinnati,Hamilton County
270442,neigh,N Campus,NM,"Albuquerque, NM",Albuquerque,Bernalillo County
762659,neigh,Leila Ellis,GA,"Valdosta, GA",Valdosta,Lowndes County
275874,neigh,Village North One,TX,"San Antonio-New Braunfels, TX",San Antonio,Bexar County
273115,neigh,Cambridge Oaks,IN,"Fort Wayne, IN",Fort Wayne,Allen County
417488,neigh,Easton Heights,OK,"Tulsa, OK",Tulsa,Tulsa County
275849,neigh,Valley View,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino,San Bernardino County
762097,neigh,Dartmouth,CA,"San Francisco-Oakland-Berkeley, CA",Albany,Alameda County
273226,neigh,Cherokee Seneca,KY,"Louisville/Jefferson County, KY-IN",Louisville,Jefferson County
737981,neigh,Salem Woods,NC,"Winston-Salem, NC",Winston-Salem,Forsyth County
343521,neigh,Sheridan Triangle,WI,"Madison, WI",Madison,Dane County
761515,neigh,Hill'n Dale,TX,"Dallas-Fort Worth-Arlington, TX",Carrollton,Dallas County
417913,neigh,Thunder Mountain,AZ,"Phoenix-Mesa-Chandler, AZ",Mesa,Maricopa County
180229,neigh,Balfour,NC,"Asheville, NC",Hendersonville,Henderson County
274544,neigh,Milo-Grogan,OH,"Columbus, OH",Columbus,Franklin County
762727,neigh,Eckel Woods,WI,"Milwaukee-Waukesha, WI",West Allis,Milwaukee County
272182,neigh,Miller Valley,WI,"Milwaukee-Waukesha, WI",Milwaukee,Milwaukee County
274027,neigh,Hilltop,KS,"Wichita, KS",Wichita,Sedgwick County
26029,neigh,Mountain Home,TN,"Johnson City, TN",Johnson City,Washington County
252923,neigh,Delavan Lake,WI,"Whitewater, WI",Delavan,Walworth County
761282,neigh,Tuscaloosa-Lakewood,NC,"Durham-Chapel Hill, NC",Durham,Durham County
417167,neigh,Ponce De Leon,FL,"Tampa-St. Petersburg-Clearwater, FL",Saint Petersburg,Pinellas County
208399,neigh,Birch Valley,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Levittown,Bucks County
276152,neigh,Woodycrest,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,Davidson County
269135,neigh,Park Ridge,FL,"Jacksonville, FL",Jacksonville,Duval County
763733,neigh,Basset Park,MI,"Lansing-East Lansing, MI",Lansing,Ingham County
761533,neigh,Metawanee Hills,MI,"Flint, MI",Flint,Genesee County
343417,neigh,Countrybrook,IN,"Fort Wayne, IN",Fort Wayne,Allen County
276208,neigh,Bella Vista,CA,"San Francisco-Oakland-Berkeley, CA",Oakland,Alameda County
762585,neigh,Benton-Stephens,MO,"Columbia, MO",Columbia,Boone County
274067,neigh,Hudsons Bay,WA,"Portland-Vancouver-Hillsboro, OR-WA",Vancouver,Clark County
243892,neigh,Grandy Village,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Norfolk,Norfolk City
269538,neigh,Morris Hill,ID,"Boise City, ID",Boise,Ada County
274609,neigh,Mountain First Avenue,AZ,"Tucson, AZ",Tucson,Pima County
416537,neigh,Twin Lawn,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,Davidson County
417879,neigh,Powell Estates,AZ,"Phoenix-Mesa-Chandler, AZ",Mesa,Maricopa County
738082,neigh,Historic Overland Park,KS,"Kansas City, MO-KS",Overland Park,Johnson County
763722,neigh,Clifford Park,MI,"Lansing-East Lansing, MI",Lansing,Ingham County
273919,neigh,Hamlets of Woodland Ridge,IN,"Fort Wayne, IN",Fort Wayne,Allen County
251653,neigh,Port Blakley,WA,"Bremerton-Silverdale-Port Orchard, WA",Bainbridge Island,Kitsap County
269445,neigh,Turpin Hill,GA,"Augusta-Richmond County, GA-SC",Augusta,Richmond County
274668,neigh,New West,TX,"Dallas-Fort Worth-Arlington, TX",Garland,Dallas County
761028,neigh,Sorenson,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Saint Louis Park,Hennepin County
763837,neigh,Three Corners,WI,"Green Bay, WI",Green Bay,Brown County
407200,neigh,Rockwood,MO,"Kansas City, MO-KS",Independence,Jackson County
415893,neigh,Kendale,OH,"Columbus, OH",Columbus,Franklin County
274134,neigh,Jefferson,AL,"Mobile, AL",Theodore,Mobile County
185579,neigh,Loma,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Wilmington,New Castle County
416352,neigh,North Roland Park - Poplar Hill,MD,"Baltimore-Columbia-Towson, MD",Baltimore,Baltimore City
738088,neigh,Arrowhead Trails,KS,"Kansas City, MO-KS",Overland Park,Johnson County
763078,neigh,McManus,CA,"Los Angeles-Long Beach-Anaheim, CA",Culver City,Los Angeles County
273796,neigh,Friends of Karl Wyler,TX,"El Paso, TX",El Paso,El Paso County
275612,neigh,Sumner-Glenwood,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis,Hennepin County
762271,neigh,Tierra Vista,CA,"Oxnard-Thousand Oaks-Ventura, CA",Oxnard,Ventura County
416821,neigh,Fox Chase Meadows, TN," Nashville-Davidson--Murfreesboro--Franklin, TN", Davidson County, Nashville
416818,neigh,Grizzard Manor,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,Davidson County
128253,neigh,Dixie Hills,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,Fulton County
764129,neigh,Glen Acres,IN,"Lafayette-West Lafayette, IN",Lafayette,Tippecanoe County
158555,neigh,Forest Estates,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Silver Spring,Montgomery County
275946,neigh,Wendell Phillips,MO,"Kansas City, MO-KS",Kansas City,Jackson County
416463,neigh,Priest Lake Meadows Homeowners,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,Davidson County
274446,neigh,Matthew East,MS,"Jackson, MS",Jackson,Hinds County
417899,neigh,Casa de Sol,AZ,"Phoenix-Mesa-Chandler, AZ",Mesa,Maricopa County
273814,neigh,Georgetown Community,MS,"Jackson, MS",Jackson,Hinds County
271091,neigh,Forest Park,SC,"Spartanburg, SC",Spartanburg,Spartanburg County
276244,neigh,Central Bus Dist,GA,"Augusta-Richmond County, GA-SC",Augusta,Richmond County
121676,neigh,Benning Heights,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,District of Columbia
343958,neigh,Bayview,FL,"North Port-Sarasota-Bradenton, FL",Sarasota,Sarasota County
763645,neigh,Saginaw High,MI,"Saginaw, MI",Saginaw,Saginaw County
416837,neigh,Williamsport,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,Davidson County
416839,neigh,Cedar Forest, TN," Nashville-Davidson--Murfreesboro--Franklin, TN", Davidson County, Nashville
219698,neigh,Greenhill,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Wilmington,New Castle County
269695,neigh,Dixon,LA,"New Orleans-Metairie, LA",New Orleans,Orleans Parish
416235,neigh,Honey Brook,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,Davidson County
154601,neigh,German Town,MA,"Boston-Cambridge-Newton, MA-NH",Quincy,Norfolk County
275848,neigh,Valley Street,ME,"Portland-South Portland, ME",Portland,Cumberland County
269902,neigh,Rosemont East,MD,"Baltimore-Columbia-Towson, MD",Baltimore,Baltimore City
403370,neigh,Tally's Corner,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Cook County
403345,neigh,South Commons,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Cook County
272053,neigh,Buchel Park, WI, Milwaukee-Waukesha-West Allis, Milwaukee County, Milwaukee
269877,neigh,Original Northwood,MD,"Baltimore-Columbia-Towson, MD",Baltimore,Baltimore City
274400,neigh,Main-Starr Hill,VA,"Charlottesville, VA",Charlottesville,Charlottesville City
274070,neigh,Hunters Brook-Hunters Chase II, TX, San Antonio-New Braunfels, Bexar County, San Antonio
274931,neigh,Overlook of Carriage Hills,TX,"San Antonio-New Braunfels, TX",San Antonio,Bexar County
158580,neigh,Forest Park,MD,"Baltimore-Columbia-Towson, MD",Baltimore,Baltimore City
342678,neigh,Sheridan Hollow,NY,"Albany-Schenectady-Troy, NY",Albany,Albany County
270833,neigh,Emslie,NY,"Buffalo-Cheektowaga, NY",Buffalo,Erie County
763933,neigh,Bank Street,MA,"Providence-Warwick, RI-MA",Fall River,Bristol County
273599,neigh,Edgewood,KY,"Louisville/Jefferson County, KY-IN",Louisville,Jefferson County
276038,neigh,Westside North,MO,"Kansas City, MO-KS",Kansas City,Jackson County
761015,neigh,Willard/Wharton,IL,"Davenport-Moline-Rock Island, IA-IL",Moline,Rock Island County
763013,neigh,Araby Commons,CA,"Riverside-San Bernardino-Ontario, CA",Palm Springs,Riverside County
417988,neigh,Leisure Lanes,OK,"Tulsa, OK",Tulsa,Tulsa County
763012,neigh,Araby Cove,CA,"Riverside-San Bernardino-Ontario, CA",Palm Springs,Riverside County
132033,neigh,Sugar Hill,FL,"Gainesville, FL",Gainesville,Alachua County
276004,neigh,Westchester Lakes,IN,"Fort Wayne, IN",Fort Wayne,Allen County
761135,neigh,Mcnamee-Shriver,MD,"Cumberland, MD-WV",Cumberland,Allegany County
270353,neigh,Alvarado Park,NM,"Albuquerque, NM",Albuquerque,Bernalillo County
276378,neigh,Historic Edgefield,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,Davidson County
416914,neigh,Richardson Heights,TX,"Dallas-Fort Worth-Arlington, TX",Richardson,Dallas County
761073,neigh,Wycliffe Village,CA,"Los Angeles-Long Beach-Anaheim, CA",Ladera Ranch,Orange County
269053,neigh,Lake Underhill,FL,"Orlando-Kissimmee-Sanford, FL",Orlando,Orange County
762137,neigh,Cobblecrest,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Saint Louis Park,Hennepin County
271499,neigh,North Shearer Hills,TX,"San Antonio-New Braunfels, TX",San Antonio,Bexar County
206999,neigh,Hollywood,OR,"Portland-Vancouver-Hillsboro, OR-WA",Portland,Multnomah County
403336,neigh,Chrysler Village,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Cook County
764041,neigh,Park Center,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Brooklyn Park,Hennepin County
268921,neigh,Cisco Gardens,FL,"Jacksonville, FL",Jacksonville,Duval County
258829,neigh,Hoback,WY,"Jackson, WY-ID",Jackson,Teton County
183254,neigh,Ogburn Station,NC,"Winston-Salem, NC",Winston-Salem,Forsyth County
274272,neigh,Larimer,PA,"Pittsburgh, PA",Pittsburgh,Allegheny County
273811,neigh,General Krueger,TX,"San Antonio-New Braunfels, TX",San Antonio,Bexar County
761857,neigh,Unified,MS,"Hattiesburg, MS",Hattiesburg,Forrest County
272735,neigh,Alameda Business,TX,"El Paso, TX",El Paso,El Paso County
268652,neigh,Denver International Airport,CO,"Denver-Aurora-Lakewood, CO",Denver,Denver County
228232,neigh,Midtown,FL,"Key West, FL",Key West,Monroe County
148041,neigh,Highlands,KY,"Louisville/Jefferson County, KY-IN",Louisville,Jefferson County
243471,neigh,Featherstone,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Woodbridge,Prince William County
761130,neigh,Malibu Park,CA,"Los Angeles-Long Beach-Anaheim, CA",Malibu,Los Angeles County
416991,neigh,Fiesta Gardens,CA,"San Francisco-Oakland-Berkeley, CA",San Mateo,San Mateo County
275374,neigh,Show Place,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino,San Bernardino County
762729,neigh,Biwer's Woods,WI,"Milwaukee-Waukesha, WI",West Allis,Milwaukee County
247636,neigh,Sterling Point,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Portsmouth,Portsmouth City
269542,neigh,Pioneer,ID,"Boise City, ID",Boise,Ada County
274619,neigh,Mt. Adams,OH,"Cincinnati, OH-KY-IN",Cincinnati,Hamilton County
273626,neigh,Elizabeth Park,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,Davidson County
422906,neigh,West Morningside,TX,"Dallas-Fort Worth-Arlington, TX",Fort Worth,Tarrant County
276655,neigh,Westhaven,MS,"Jackson, MS",Jackson,Hinds County
271056,neigh,Wesleyan Hill,OH,"Dayton-Kettering, OH",Dayton,Montgomery County
269268,neigh,Berkeley Park,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,Fulton County
258931,neigh,Moose Wilson Road,WY,"Jackson, WY-ID",Wilson,Teton County
761531,neigh,Ballenger Square Community,MI,"Flint, MI",Flint,Genesee County
144110,neigh,Tecumseh,IN,"Lafayette-West Lafayette, IN",Lafayette,Tippecanoe County
422766,neigh,Burton Hill Trinity Trails,TX,"Dallas-Fort Worth-Arlington, TX",Fort Worth,Tarrant County
738089,neigh,Cunningham Heights,KS,"Kansas City, MO-KS",Overland Park,Johnson County
106325,neigh,Central Pratt,AL,"Birmingham-Hoover, AL",Birmingham,Jefferson County
276668,neigh,Woodland Terrace,FL,"Tampa-St. Petersburg-Clearwater, FL",Tampa,Hillsborough County
