region_id,region_type,City,State,Metro Area,County
54129,city,Richlands,NC,"Jacksonville, NC",Onslow County
4782,city,Fort Valley,GA,"Warner Robins, GA",Peach County
52842,city,Laguna Beach,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County
15484,city,Kapaa,HI,"Kapaa, HI",Kauai County
20696,city,Sturgis,MI,"Sturgis, MI",Saint Joseph County
11048,city,Davidson,NC,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County
8762,city,Harrison,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County
35763,city,Princeton,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Mille Lacs County
16840,city,Augusta,ME,"Augusta-Waterville, ME",Kennebec County
40519,city,Red Wing,MN,"Red Wing, MN",Goodhue County
31993,city,Heath,OH,"Columbus, OH",Licking County
34170,city,Sudbury,MA,"Boston-Cambridge-Newton, MA-NH",Middlesex County
33167,city,North Salt Lake,UT,"Ogden-Clearfield, UT",Davis County
6274,city,Oakton,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County
37982,city,Commerce,GA,"Jefferson, GA",Jackson County
238329,city,Timberwood Park,TX,"San Antonio-New Braunfels, TX",Bexar County
3649,city,Berwick,PA,"Bloomsburg-Berwick, PA",Columbia County
43867,city,Alpine,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County
398002,city,Hopkinton,MA,"Boston-Cambridge-Newton, MA-NH",Middlesex County
37083,city,Alexandria,KY,"Cincinnati, OH-KY-IN",Campbell County
19698,city,Norwood,OH,"Cincinnati, OH-KY-IN",Hamilton County
37404,city,Bethany,OK,"Oklahoma City, OK",Oklahoma County
43010,city,Sandy,OR,"Portland-Vancouver-Hillsboro, OR-WA",Clackamas County
6771,city,Rio Rico,AZ,"Nogales, AZ",Santa Cruz County
52574,city,Hopkins,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County
395992,city,Caledonia,MI,"Grand Rapids-Kentwood, MI",Kent County
3609,city,Belle Glade,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County
4171,city,Colonia,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County
38588,city,Fostoria,OH,"Tiffin, OH",Seneca County
7005,city,Sedona,AZ,"Prescott Valley-Prescott, AZ",Yavapai County
26885,city,Rutherford,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County
29712,city,Hermosa Beach,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
50513,city,Gretna,NE,"Omaha-Council Bluffs, NE-IA",Sarpy County
47914,city,Surfside Beach,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Horry County
33941,city,Senoia,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Coweta County
35084,city,Bon Air,VA,"Richmond, VA",Chesterfield County
55314,city,Copley,OH,"Akron, OH",Summit County
9447,city,Trenton,MI,"Detroit-Warren-Dearborn, MI",Wayne County
22653,city,Sartell,MN,"St. Cloud, MN",Stearns County
42604,city,Otsego,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Wright County
12820,city,Montville,CT,"Norwich-New London, CT",New London County
33162,city,North Palm Beach,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County
17184,city,Brook Park,OH,"Cleveland-Elyria, OH",Cuyahoga County
20307,city,Saint Johns,MI,"Lansing-East Lansing, MI",Clinton County
30805,city,Cedar Springs,MI,"Grand Rapids-Kentwood, MI",Kent County
51590,city,Creve Coeur,MO,"St. Louis, MO-IL",Saint Louis County
10363,city,Berea,OH,"Cleveland-Elyria, OH",Cuyahoga County
19113,city,Lowell,IN,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County
35541,city,Hudson,NY,"Hudson, NY",Columbia County
14055,city,Sussex,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Sussex County
52612,city,Hutchinson,MN,"Hutchinson, MN",McLeod County
6241,city,North Vernon,IN,"North Vernon, IN",Jennings County
20745,city,Tallmadge,OH,"Akron, OH",Summit County
49873,city,Wilton,CT,"Bridgeport-Stamford-Norwalk, CT",Fairfield County
3461,city,Ashland,MA,"Boston-Cambridge-Newton, MA-NH",Middlesex County
6954,city,Sauk Rapids,MN,"St. Cloud, MN",Benton County
31573,city,Fletcher,NC,"Asheville, NC",Henderson County
12389,city,Lincoln,RI,"Providence-Warwick, RI-MA",Providence County
35491,city,Lake Forest,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County
398549,city,Foxborough,MA,"Boston-Cambridge-Newton, MA-NH",Norfolk County
8372,city,Concord,MA,"Boston-Cambridge-Newton, MA-NH",Middlesex County
11200,city,East Aurora,NY,"Buffalo-Cheektowaga, NY",Erie County
51176,city,Buckley,WA,"Seattle-Tacoma-Bellevue, WA",Pierce County
36036,city,Ripon,CA,"Stockton, CA",San Joaquin County
47667,city,Shepherdsville,KY,"Louisville/Jefferson County, KY-IN",Bullitt County
44770,city,Cottage Grove,OR,"Eugene-Springfield, OR",Lane County
40669,city,Rutherfordton,NC,"Forest City, NC",Rutherford County
7032,city,Sharpsburg,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Coweta County
395476,city,Hartford,WI,"Milwaukee-Waukesha, WI",Washington County
23228,city,Dover,OH,"New Philadelphia-Dover, OH",Tuscarawas County
26970,city,Sappington,MO,"St. Louis, MO-IL",Saint Louis County
12035,city,Imperial,CA,"El Centro, CA",Imperial County
37366,city,Bellwood,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
49481,city,Makawao,HI,"Kahului-Wailuku-Lahaina, HI",Maui County
24198,city,Coolidge,AZ,"Phoenix-Mesa-Chandler, AZ",Pinal County
39485,city,Logan,OH,"Columbus, OH",Hocking County
11320,city,Emmaus,PA,"Allentown-Bethlehem-Easton, PA-NJ",Lehigh County
36051,city,Pickens,SC,"Greenville-Anderson, SC",Pickens County
30290,city,Atmore,AL,"Atmore, AL",Escambia County
21335,city,Windham,ME,"Portland-South Portland, ME",Cumberland County
49144,city,Enola,PA,"Harrisburg-Carlisle, PA",Cumberland County
11725,city,Greenville,MI,"Grand Rapids-Kentwood, MI",Montcalm County
172302,city,Concord,MO,"St. Louis, MO-IL",Saint Louis County
26038,city,Mukilteo,WA,"Seattle-Tacoma-Bellevue, WA",Snohomish County
3930,city,Callahan,FL,"Jacksonville, FL",Nassau County
397583,city,Sharon,MA,"Boston-Cambridge-Newton, MA-NH",Norfolk County
25078,city,Healdsburg,CA,"Santa Rosa-Petaluma, CA",Sonoma County
6463,city,Pennsauken,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County
29748,city,Iselin,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County
36503,city,South Hadley,MA,"Springfield, MA",Hampshire County
40001,city,Newburyport,MA,"Boston-Cambridge-Newton, MA-NH",Essex County
40287,city,Pembroke,MA,"Boston-Cambridge-Newton, MA-NH",Plymouth County
31989,city,Hazelwood,MO,"St. Louis, MO-IL",Saint Louis County
21961,city,Goffstown,NH,"Manchester-Nashua, NH",Hillsborough County
42732,city,Pelham,AL,"Birmingham-Hoover, AL",Shelby County
33015,city,Murphy,TX,"Dallas-Fort Worth-Arlington, TX",Collin County
25725,city,Manhasset,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County
28717,city,Dickinson,TX,"Houston-The Woodlands-Sugar Land, TX",Galveston County
396116,city,Sanford,ME,"Portland-South Portland, ME",York County
26832,city,Roosevelt,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County
10934,city,Conshohocken,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Montgomery County
54024,city,Pulaski,TN,,Giles County
7007,city,Selah,WA,"Yakima, WA",Yakima County
396106,city,Gorham,ME,"Portland-South Portland, ME",Cumberland County
37353,city,Belle Chasse,LA,"New Orleans-Metairie, LA",Plaquemines Parish
17827,city,Dumont,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County
31589,city,Forest Hill,MD,"Baltimore-Columbia-Towson, MD",Harford County
43599,city,Bridgeview,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
396316,city,Cedarburg,WI,"Milwaukee-Waukesha, WI",Ozaukee County
43102,city,Taft,CA,"Bakersfield, CA",Kern County
43998,city,Avenel,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County
48650,city,Carnegie,PA,"Pittsburgh, PA",Allegheny County
23257,city,Oxford,AL,"Anniston-Oxford, AL",Calhoun County
16227,city,Spencerport,NY,"Rochester, NY",Monroe County
13227,city,Payson,UT,"Provo-Orem, UT",Utah County
50031,city,Three Rivers,MI,"Sturgis, MI",Saint Joseph County
32624,city,Macomb,IL,"Macomb, IL",McDonough County
36328,city,Vinton,VA,"Lynchburg, VA",Bedford County
32661,city,Manchester,MO,"St. Louis, MO-IL",Saint Louis County
23008,city,Saint Joseph,MI,"Niles, MI",Berrien County
38926,city,Havre de Grace,MD,"Baltimore-Columbia-Towson, MD",Harford County
43019,city,Streator,IL,"Ottawa, IL",La Salle County
28785,city,Dover,FL,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County
45508,city,Grand Rapids,MN,"Grand Rapids, MN",Itasca County
3627,city,Belton,SC,"Greenville-Anderson, SC",Anderson County
28061,city,Youngsville,NC,"Raleigh-Cary, NC",Franklin County
45261,city,Ferguson,MO,"St. Louis, MO-IL",Saint Louis County
32357,city,La Vista,NE,"Omaha-Council Bluffs, NE-IA",Sarpy County
20291,city,Safford,AZ,"Safford, AZ",Graham County
35035,city,Deatsville,AL,"Montgomery, AL",Elmore County
35172,city,Dandridge,TN,"Morristown, TN",Jefferson County
10390,city,Beverly Hills,FL,"Homosassa Springs, FL",Citrus County
37672,city,Burtonsville,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County
56574,city,Sanger,TX,"Dallas-Fort Worth-Arlington, TX",Denton County
33429,city,Pinecrest,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County
10855,city,Clemson,SC,"Greenville-Anderson, SC",Pickens County
54057,city,Randleman,NC,"Greensboro-High Point, NC",Randolph County
28890,city,Morton,IL,"Peoria, IL",Tazewell County
27203,city,Speedway,IN,"Indianapolis-Carmel-Anderson, IN",Marion County
26569,city,Polk City,FL,"Lakeland-Winter Haven, FL",Polk County
43964,city,Astoria,OR,"Astoria, OR",Clatsop County
17650,city,Cudahy,WI,"Milwaukee-Waukesha, WI",Milwaukee County
38690,city,Gilbertsville,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Montgomery County
14613,city,White Hall,AR,"Pine Bluff, AR",Jefferson County
55951,city,Groves,TX,"Beaumont-Port Arthur, TX",Jefferson County
29455,city,Temple,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Carroll County
50737,city,Anoka,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Anoka County
51827,city,Eastlake,OH,"Cleveland-Elyria, OH",Lake County
398403,city,Webster,MA,"Worcester, MA-CT",Worcester County
397274,city,Greenfield,MA,"Springfield, MA",Franklin County
35100,city,Dallas,NC,"Charlotte-Concord-Gastonia, NC-SC",Gaston County
7798,city,Wayne,MI,"Detroit-Warren-Dearborn, MI",Wayne County
6807,city,Rockland,MA,"Boston-Cambridge-Newton, MA-NH",Plymouth County
11083,city,Delran Township,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington County
30975,city,Colchester,VT,"Burlington-South Burlington, VT",Chittenden County
3862,city,Bryant,AR,"Little Rock-North Little Rock-Conway, AR",Saline County
13841,city,Siler City,NC,"Durham-Chapel Hill, NC",Chatham County
17427,city,Chickamauga,GA,"Chattanooga, TN-GA",Walker County
5890,city,Mechanicville,NY,"Albany-Schenectady-Troy, NY",Saratoga County
53586,city,Nokomis,FL,"North Port-Sarasota-Bradenton, FL",Sarasota County
43695,city,Hernando,FL,"Homosassa Springs, FL",Citrus County
398846,city,Southbridge,MA,"Worcester, MA-CT",Worcester County
48786,city,Bridgeport,WV,"Clarksburg, WV",Harrison County
50570,city,Townsend,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County
12654,city,McKinleyville,CA,"Eureka-Arcata, CA",Humboldt County
37148,city,Anthony,NM,"Las Cruces, NM",Dona Ana County
5923,city,Miami,OK,"Miami, OK",Ottawa County
49697,city,Lexington,TN,,Henderson County
26536,city,Plainville,CT,"Hartford-East Hartford-Middletown, CT",Hartford County
48787,city,Bridgeville,PA,"Pittsburgh, PA",Allegheny County
50247,city,Saint Helens,OR,"Portland-Vancouver-Hillsboro, OR-WA",Columbia County
40493,city,Rancho Mirage,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County
19518,city,Mullica Hill,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Gloucester County
14063,city,Swartz Creek,MI,"Flint, MI",Genesee County
23843,city,Brookfield,CT,"Bridgeport-Stamford-Norwalk, CT",Fairfield County
124539,city,Glenvar Heights,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County
13027,city,North Ogden,UT,"Ogden-Clearfield, UT",Weber County
19987,city,Pleasant Prairie,WI,"Chicago-Naperville-Elgin, IL-IN-WI",Kenosha County
20651,city,Sterling,CO,"Sterling, CO",Logan County
42338,city,Lafollette,TN,"Knoxville, TN",Campbell County
43493,city,Streetsboro,OH,"Akron, OH",Portage County
4273,city,Crystal River,FL,"Homosassa Springs, FL",Citrus County
27933,city,Whiteville,NC,,Columbus County
32982,city,Mount Olive,NC,"Goldsboro, NC",Duplin County
41693,city,White Settlement,TX,"Dallas-Fort Worth-Arlington, TX",Tarrant County
17889,city,East Peoria,IL,"Peoria, IL",Tazewell County
11102,city,Destin,FL,"Crestview-Fort Walton Beach-Destin, FL",Okaloosa County
28337,city,Beacon,NY,"Poughkeepsie-Newburgh-Middletown, NY",Dutchess County
47054,city,Pendleton,IN,"Indianapolis-Carmel-Anderson, IN",Madison County
40213,city,Oxford,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Chester County
19033,city,Lindsay,CA,"Visalia, CA",Tulare County
19437,city,Montevallo,AL,"Birmingham-Hoover, AL",Shelby County
39538,city,Ludington,MI,"Ludington, MI",Mason County
47674,city,Shiloh,IL,"St. Louis, MO-IL",Saint Clair County
47922,city,Swansea,MA,"Providence-Warwick, RI-MA",Bristol County
55753,city,El Segundo,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
52206,city,Gibsonton,FL,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County
32633,city,Madison,CT,"New Haven-Milford, CT",New Haven County
30401,city,Bellaire,TX,"Houston-The Woodlands-Sugar Land, TX",Harris County
18524,city,Hebron,KY,"Cincinnati, OH-KY-IN",Boone County
32061,city,Holmdel Township,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County
12503,city,Madisonville,LA,"New Orleans-Metairie, LA",Saint Tammany Parish
46975,city,Palos Hills,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
395464,city,Lowell,MI,"Grand Rapids-Kentwood, MI",Kent County
11932,city,Hockley,TX,"Houston-The Woodlands-Sugar Land, TX",Harris County
29393,city,Seagoville,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County
34019,city,Smithfield,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Isle of Wight County
32021,city,Hibbing,MN,"Duluth, MN-WI",Saint Louis County
13092,city,Ojus,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County
37814,city,Central,SC,"Greenville-Anderson, SC",Pickens County
8640,city,Fairview Park,OH,"Cleveland-Elyria, OH",Cuyahoga County
3614,city,Belleview,FL,"Ocala, FL",Marion County
10816,city,Chino Valley,AZ,"Prescott Valley-Prescott, AZ",Yavapai County
57294,city,Verona,PA,"Pittsburgh, PA",Allegheny County
34116,city,Starke,FL,"Jacksonville, FL",Bradford County
16847,city,Aurora,OH,"Akron, OH",Portage County
396094,city,Suitland-Silver Hill,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince Georges County
14032,city,Summerfield,NC,"Greensboro-High Point, NC",Guilford County
17420,city,Chester Springs,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Chester County
43132,city,Taylorsville,KY,"Louisville/Jefferson County, KY-IN",Spencer County
53105,city,Madison,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Morris County
5427,city,King City,CA,"Salinas, CA",Monterey County
29732,city,Savannah,TN,,Hardin County
41673,city,Westlake Village,CA,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County
19798,city,Overland,MO,"St. Louis, MO-IL",Saint Louis County
19059,city,Livingston,CA,"Merced, CA",Merced County
395478,city,Amesbury,MA,"Boston-Cambridge-Newton, MA-NH",Essex County
23530,city,Ashwaubenon,WI,"Green Bay, WI",Brown County
18567,city,Highland,UT,"Provo-Orem, UT",Utah County
395591,city,Middletown,RI,"Providence-Warwick, RI-MA",Newport County
22976,city,Abington,MA,"Boston-Cambridge-Newton, MA-NH",Plymouth County
28274,city,Brookhaven,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Delaware County
123783,city,Brownsville,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County
25872,city,Metuchen,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County
45553,city,Greenbrier,AR,"Little Rock-North Little Rock-Conway, AR",Faulkner County
22620,city,Willimantic,CT,"Worcester, MA-CT",Windham County
22799,city,Waterloo,IL,"St. Louis, MO-IL",Monroe County
398586,city,Bellingham,MA,"Boston-Cambridge-Newton, MA-NH",Norfolk County
24040,city,Chaparral,NM,"Las Cruces, NM",Dona Ana County
12634,city,McDonald,PA,"Pittsburgh, PA",Washington County
33227,city,Okmulgee,OK,"Tulsa, OK",Okmulgee County
24079,city,Cinnaminson Township,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington County
55335,city,Cortland,OH,"Youngstown-Warren-Boardman, OH-PA",Trumbull County
13942,city,Spanish Lake,MO,"St. Louis, MO-IL",Saint Louis County
23745,city,Blountville,TN,"Kingsport-Bristol, TN-VA",Sullivan County
16183,city,South Charleston,WV,"Charleston, WV",Kanawha County
5693,city,Loomis,CA,"Sacramento-Roseville-Folsom, CA",Placer County
44402,city,Calera,AL,"Birmingham-Hoover, AL",Shelby County
27407,city,Thomson,GA,"Augusta-Richmond County, GA-SC",McDuffie County
19592,city,New Milford,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County
10206,city,Auburn,MA,"Worcester, MA-CT",Worcester County
51645,city,Danville,IN,"Indianapolis-Carmel-Anderson, IN",Hendricks County
11926,city,Hinsdale,IL,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County
32353,city,La Marque,TX,"Houston-The Woodlands-Sugar Land, TX",Galveston County
28653,city,Huron,MI,"Detroit-Warren-Dearborn, MI",Wayne County
35142,city,Chesnee,SC,"Spartanburg, SC",Spartanburg County
35766,city,Prospect Heights,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
39622,city,Marble Falls,TX,"Austin-Round Rock-Georgetown, TX",Burnet County
40184,city,Orting,WA,"Seattle-Tacoma-Bellevue, WA",Pierce County
29390,city,Wyckoff,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County
46095,city,Laconia,NH,"Laconia, NH",Belknap County
51047,city,Bluffdale,UT,"Salt Lake City, UT",Salt Lake County
41030,city,Springfield,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Union County
243200,city,East Highland Park,VA,"Richmond, VA",Henrico County
30526,city,Bonita,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County
30030,city,Lexington,VA,,Rockbridge County
50442,city,El Reno,OK,"Oklahoma City, OK",Canadian County
54370,city,Seymour,CT,"New Haven-Milford, CT",New Haven County
45782,city,Holland,OH,"Toledo, OH",Lucas County
48385,city,Weehawken,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County
396690,city,Setauket,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County
20187,city,Ripley,TN,,Lauderdale County
46297,city,Lone Tree,CO,"Denver-Aurora-Lakewood, CO",Douglas County
44995,city,Duncan,SC,"Spartanburg, SC",Spartanburg County
51105,city,Boyertown,PA,"Reading, PA",Berks County
48972,city,Berthoud,CO,"Fort Collins, CO",Larimer County
56651,city,Scottsville,KY,"Bowling Green, KY",Allen County
51143,city,Bristol,RI,"Providence-Warwick, RI-MA",Bristol County
18373,city,Great Falls,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County
25411,city,Kingsburg,CA,"Visalia, CA",Tulare County
12520,city,Malibu,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
34910,city,Woodward,OK,"Woodward, OK",Woodward County
39253,city,Kings Park,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County
22193,city,Lugoff,SC,"Columbia, SC",Kershaw County
26767,city,Rio Linda,CA,"Sacramento-Roseville-Folsom, CA",Sacramento County
30267,city,Artesia,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
38807,city,Greenwood Village,CO,"Denver-Aurora-Lakewood, CO",Arapahoe County
52439,city,Hastings,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Dakota County
54472,city,South Houston,TX,"Houston-The Woodlands-Sugar Land, TX",Harris County
3980,city,Carpinteria,CA,"Santa Maria-Santa Barbara, CA",Santa Barbara County
18404,city,Grosse Pointe Woods,MI,"Detroit-Warren-Dearborn, MI",Wayne County
56662,city,Vine Grove,KY,"Elizabethtown-Fort Knox, KY",Meade County
55961,city,Jackson,OH,"Jackson, OH",Jackson County
38864,city,Hampstead,MD,"Baltimore-Columbia-Towson, MD",Carroll County
17755,city,Denver,PA,"Lancaster, PA",Lancaster County
25474,city,Lake Saint Louis,MO,"St. Louis, MO-IL",Saint Charles County
26113,city,New River,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County
46125,city,Lake Zurich,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County
19654,city,North Arlington,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County
7238,city,Stanley,NC,"Charlotte-Concord-Gastonia, NC-SC",Gaston County
49008,city,Hedgesville,WV,"Hagerstown-Martinsburg, MD-WV",Berkeley County
20241,city,Rose Hill,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County
18439,city,Ham Lake,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Anoka County
17881,city,East Longmeadow,MA,"Springfield, MA",Hampden County
44609,city,Clairton,PA,"Pittsburgh, PA",Allegheny County
12228,city,Kutztown,PA,"Reading, PA",Berks County
39048,city,Hot Springs Village,AR,"Hot Springs, AR",Garland County
23945,city,Cape May Court House,NJ,"Ocean City, NJ",Cape May County
41315,city,Tuttle,OK,"Oklahoma City, OK",Grady County
45387,city,Galion,OH,"Bucyrus-Galion, OH",Crawford County
395553,city,Barre,VT,"Barre, VT",Washington County
23422,city,Alachua,FL,"Gainesville, FL",Alachua County
5547,city,Langley Park,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince Georges County
6004,city,Molalla,OR,"Portland-Vancouver-Hillsboro, OR-WA",Clackamas County
23223,city,Ontario,OR,"Ontario, OR-ID",Malheur County
27749,city,Wallkill,NY,"Kingston, NY",Ulster County
20616,city,Stafford,TX,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County
22659,city,Summerville,GA,"Summerville, GA",Chattooga County
22891,city,Saint John,IN,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County
28774,city,Half Moon Bay,CA,"San Francisco-Oakland-Berkeley, CA",San Mateo County
19251,city,Maysville,KY,"Maysville, KY",Mason County
18520,city,Hazard,KY,,Perry County
18149,city,Forsyth,GA,"Macon-Bibb County, GA",Monroe County
15190,city,Highland Park,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County
52707,city,Joppa,MD,"Baltimore-Columbia-Towson, MD",Harford County
21736,city,Cambridge,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Isanti County
37976,city,Columbia,IL,"St. Louis, MO-IL",Monroe County
27905,city,Westport,MA,"Providence-Warwick, RI-MA",Bristol County
43785,city,Centerville,UT,"Ogden-Clearfield, UT",Davis County
35583,city,Grayson,KY,"Huntington-Ashland, WV-KY-OH",Carter County
23089,city,Lansdowne,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Delaware County
32577,city,Loris,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Horry County
37547,city,Branchburg Township,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Somerset County
24889,city,Glenwood Springs,CO,"Glenwood Springs, CO",Garfield County
4904,city,Glen Carbon,IL,"St. Louis, MO-IL",Madison County
52081,city,Fort Thomas,KY,"Cincinnati, OH-KY-IN",Campbell County
7384,city,Telford,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Montgomery County
39223,city,Kensington,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County
10636,city,Burrillville,RI,"Providence-Warwick, RI-MA",Providence County
55262,city,Worthington,OH,"Columbus, OH",Franklin County
395603,city,Cedar Creek,TX,"Austin-Round Rock-Georgetown, TX",Bastrop County
15156,city,Eaton,OH,,Preble County
47409,city,Roanoke,TX,"Dallas-Fort Worth-Arlington, TX",Denton County
397939,city,Kaukauna,WI,"Appleton, WI",Outagamie County
17609,city,Covington,TN,"Memphis, TN-MS-AR",Tipton County
44519,city,Center Point,AL,"Birmingham-Hoover, AL",Jefferson County
26210,city,Northbridge,MA,"Worcester, MA-CT",Worcester County
50649,city,Addison,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County
10704,city,Cape May,NJ,"Ocean City, NJ",Cape May County
50540,city,Midlothian,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
18411,city,Gulf Shores,AL,"Daphne-Fairhope-Foley, AL",Baldwin County
41949,city,Braselton,GA,"Jefferson, GA",Jackson County
43133,city,Tazewell,TN,"Morristown, TN",Claiborne County
27244,city,Stanford,CA,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County
49909,city,Winchester,TN,"Tullahoma-Manchester, TN",Franklin County
27188,city,South River,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County
49001,city,Easthampton,MA,"Springfield, MA",Hampshire County
45057,city,East Syracuse,NY,"Syracuse, NY",Onondaga County
54644,city,Sweetwater,TN,"Athens, TN",Monroe County
396862,city,Bryn Mawr-Skyway,WA,"Seattle-Tacoma-Bellevue, WA",King County
9162,city,Oil City,PA,"Oil City, PA",Venango County
25355,city,Kathleen,GA,"Warner Robins, GA",Houston County
15152,city,Eastman,GA,,Dodge County
4962,city,Granville,OH,"Columbus, OH",Licking County
25118,city,Highland,MI,"Detroit-Warren-Dearborn, MI",Oakland County
4119,city,Clayton,OH,"Dayton-Kettering, OH",Montgomery County
20367,city,Satellite Beach,FL,"Palm Bay-Melbourne-Titusville, FL",Brevard County
11931,city,Hockessin,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County
45843,city,Humboldt,TN,"Jackson, TN",Gibson County
35777,city,Moore,SC,"Spartanburg, SC",Spartanburg County
29540,city,Trenton,OH,"Cincinnati, OH-KY-IN",Butler County
19346,city,Middleburg Heights,OH,"Cleveland-Elyria, OH",Cuyahoga County
125764,city,Pinewood,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County
20502,city,Silverton,OR,"Salem, OR",Marion County
37901,city,Claymont,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County
12872,city,Mountain Top,PA,"Scranton--Wilkes-Barre, PA",Luzerne County
